,user_id,item_id,ratings
135,A2HWD9PTM7RBXN,B00000016W,2.0
136,A2J8WWG4W0OFYQ,B00000016W,3.0
138,A13OD50LTDL2CQ,B00000016W,5.0
139,AYOO12C9Y2T95,B00000016W,5.0
140,A1GHW4SIJEVQQU,B00000016W,5.0
141,A1J5KCZC8CMW9I,B00000016W,5.0
142,A2BLITJITO97N5,B00000016W,5.0
143,A2P0PLCR7JWWNR,B00000016W,5.0
144,A22VNXHU6IZ5MT,B00000016W,5.0
145,A21PISUDSXS9AU,B00000016W,5.0
146,A12R54MKO17TW0,B00000016W,5.0
147,A3DXVYD2TQHWGD,B00000016W,4.0
149,A2HC9FIZ4OVF0O,B00000016W,5.0
150,ARWFZ5QJI051S,B00000016W,5.0
151,A36CUVZ2FD4SOO,B00000016W,5.0
152,A2ZX0H0BM1RJ01,B00000016W,4.0
153,A1TGCU5CZF9LKA,B00000016W,5.0
154,A2INX8B6VXUVW6,B00000016W,5.0
155,A25CQTB313XDWO,B00000016W,5.0
156,A3SV72ZAHH2IDH,B00000016W,4.0
157,A3OO5ZH1EFWNS4,B00000016W,5.0
159,A2D9IEFJGB483Q,B00000016W,5.0
160,A13EUSV15UDAUG,B00000016W,5.0
161,AEHVPBNCQ3VMX,B00000016W,5.0
162,AGKPTMTR3UX1R,B00000016W,5.0
163,A1ODZ7SDUPEGNK,B00000016W,3.0
164,A1HY4CVW8K1QFQ,B00000016W,5.0
166,ASSCA9IS0GWF5,B00000016W,5.0
168,A11ED8O95W2103,B00000016W,5.0
169,A2AOZQ3WTNVVOK,B00000016W,5.0
170,AOYLVUVF5VZTU,B00000016W,5.0
171,A3LJ0OBQU01LCL,B00000016W,5.0
172,AKZGD4R5LEA5,B00000016W,5.0
173,A3CG7SQ6DA5YOC,B00000016W,5.0
174,AHN34TYB15NWF,B00000016W,5.0
175,A22DKBJRTMY7UK,B00000016W,5.0
176,A18IZ5QX2PRB3C,B00000016W,5.0
178,A2SYP47BL4TP9Q,B00000016W,5.0
179,A1X4JO8EJ1U5BR,B00000016W,5.0
180,A34Y1FT0MTD7C9,B00000016W,3.0
181,A1N7TI8FDNROIM,B00000016W,3.0
182,A2UR38SZPVA07I,B00000016W,5.0
183,A30CJW1RNUHMN6,B00000016W,5.0
184,A3JM25YVLEE318,B00000016W,5.0
185,A28FIW7ASYS1JY,B00000016W,5.0
186,A1KBQK0AHXY9PE,B00000016W,3.0
187,A32XSKO7TOI0BH,B00000016W,4.0
188,AQ4EDJDXBJUC7,B00000016W,5.0
189,A1GN8UJIZLCA59,B00000016W,5.0
190,A2VN986E5KR1NV,B00000016W,5.0
192,A3C3VPRXPGCGU8,B00000016W,5.0
193,A1SFRUEEWK1AZU,B00000016W,5.0
194,A2EY3OVGI9CGAV,B00000016W,5.0
195,A1I2UJI3NCR93N,B00000016W,5.0
196,A3QTSCTRZF3VGY,B00000016W,5.0
197,A3GK9LT41X73NC,B00000016W,5.0
198,A2162NFEC5ZSDQ,B00000016W,5.0
199,A2T56GQUI065HL,B00000016W,3.0
201,A2RFG9LI7JDILS,B00000016W,5.0
203,A3VXBO4QQX3ZG8,B00000016W,5.0
204,A3RSO2MXIZA9EB,B00000016W,5.0
206,ATLZNVLYKP9AZ,B00000016W,5.0
207,A2NX2Y25HTASJ6,B00000016W,5.0
208,A195PCNYWRB75,B00000016W,5.0
209,A38YRCFFHET2LA,B00000016W,5.0
210,A1IM23VVIS7CFL,B00000016W,5.0
211,AH8AYFO49MSGM,B00000016W,5.0
212,A2WBI98LKKLHYR,B00000016W,5.0
213,A23LCEFE2BWE5F,B00000016W,5.0
214,AQP1VPK16SVWM,B00000016W,5.0
218,A6ZFJ8498XEV1,B00000016W,4.0
221,AGHJ9BMVMGIOL,B00000017R,4.0
222,A27CFNHYZG6WS8,B00000017R,5.0
223,A2JL33MZDNV3PW,B00000017R,5.0
225,A3HEM1WWXXLOUL,B00000017R,4.0
226,A2C7BOQVFH1HLE,B00000017R,3.0
227,A5WDJI6VT51TK,B00000017R,5.0
228,A8IFUOL8S9BZC,B00000017R,3.0
229,A2KTHPGHWB8BUU,B00000017R,5.0
230,ASSCA9IS0GWF5,B00000017R,5.0
231,A2R6RA8FRBS608,B00000017R,5.0
232,A2NYK9KWFMJV4Y,B00000017R,5.0
233,A2HW6URUDFZ0Z9,B00000017R,5.0
234,A2DFAKC40R35J2,B00000017R,5.0
235,A2E3IB2ZHJ7QXJ,B00000017R,4.0
236,A2ZQXJD7YUIEHB,B00000017R,5.0
237,A1L1VZ854S2FB2,B00000017R,5.0
238,A387YLO8B1CCB8,B00000017R,5.0
240,A154FM86RLI348,B0000001P4,5.0
241,A1LFRJ3CSQFCI6,B0000001P4,5.0
244,A31U2QT7SAL7K,B0000001P4,5.0
246,A27KNXAROMSJ7A,B0000002HZ,5.0
248,A36EW68H08UOCS,B0000002HZ,4.0
249,A2XV5LRO3DXNHO,B0000002HZ,4.0
250,A2U49LUUY4IKQQ,B0000002HZ,5.0
251,A2UI2GW70Q8EXA,B0000002J9,5.0
252,A27KNXAROMSJ7A,B0000002J9,5.0
253,A27LMYOUM86WHY,B0000002J9,5.0
254,A36EW68H08UOCS,B0000002J9,5.0
255,A2XV5LRO3DXNHO,B0000002J9,4.0
256,A2U49LUUY4IKQQ,B0000002J9,5.0
257,A2UI2GW70Q8EXA,B0000002JR,5.0
258,A2BO41VARYGTAC,B0000002JR,4.0
259,A155TMD8SHLSC,B0000002JR,5.0
262,A2XV5LRO3DXNHO,B0000002JR,4.0
263,A2U49LUUY4IKQQ,B0000002JR,5.0
264,A2DIWGD35DLHWN,B0000002JR,5.0
265,A2MB5XC5QP3WBW,B0000002JR,5.0
266,A3SRBACI3VJD9R,B0000002JR,5.0
268,A1IBC9XP2LICQL,B0000002ME,5.0
269,A1TIQNQJZ2LDNW,B0000002ME,5.0
270,A1906RZITWT2K2,B0000002ME,3.0
272,A2BO41VARYGTAC,B0000002ME,5.0
273,A1FML9FCUPV6TI,B0000002ME,5.0
275,A27LMYOUM86WHY,B0000002ME,5.0
276,A1EX5SK2PD0XLC,B0000002ME,2.0
277,A36EW68H08UOCS,B0000002ME,5.0
278,A2XV5LRO3DXNHO,B0000002ME,4.0
279,ANBT9T1QKC662,B0000002ME,5.0
280,A2U49LUUY4IKQQ,B0000002ME,5.0
281,A1RJD10TTI568L,B0000002ME,5.0
283,A4UKBG3M5U5TI,B0000002ME,5.0
284,A1PMUOCK4V0R2Y,B0000002ME,5.0
285,AELL37SY6YIYO,B0000002O5,5.0
287,A1EVIN8VVZE0L2,B0000002O5,5.0
289,A2BO41VARYGTAC,B0000002O5,5.0
290,A2A7NHE5HTK79N,B0000002O5,5.0
291,A2BRSYSJO4L7VV,B0000002O5,5.0
293,A36EW68H08UOCS,B0000002O5,5.0
294,A3NM4O7AQWYN2,B0000002O5,5.0
295,A2XV5LRO3DXNHO,B0000002O5,4.0
296,A1XP7P3X9MRE5H,B0000002O5,5.0
298,A3QMJMTLJC34QC,B0000002O5,3.0
299,A5A2QE6NECFR5,B0000002O5,3.0
300,A2TC5QDBYCJITD,B0000003S0,4.0
301,ASD8JA3IBRIKJ,B0000003S0,5.0
302,A2DJYERRIH5C8T,B0000003S0,3.0
303,A1TOFOOLB07QXX,B0000003S0,5.0
304,A2VX7FLDKIQFV9,B0000003S0,5.0
305,A2K8BXXZXC523K,B0000004TW,5.0
306,A3VBVES8IYR5ZJ,B0000004TW,5.0
307,A1YC6AHVLLD7UK,B0000004TW,5.0
310,A256JOUD8X0J7R,B0000004TW,5.0
312,A11L90R7RWJA8H,B0000004TW,5.0
313,ASSFVET2QUA5I,B0000004TW,5.0
314,ACVFTS9X2MKJ8,B0000004TW,5.0
315,A2DVFHG099GUGE,B0000004TW,3.0
316,A2EW0I9JZ1C45U,B0000004TW,5.0
317,AZ39SOZT3NZQU,B0000004TW,5.0
318,A1MMT81GKL43LV,B0000004UM,5.0
319,AX94XE2KY5WK4,B0000004UM,5.0
320,A1B5UQMA7J3F53,B0000004UM,5.0
321,A2EOXFV4UDXIYR,B0000004UM,4.0
323,A2JYNMI72AZCPS,B0000004UM,5.0
324,A2NIQDDCSZD5GI,B0000004UM,4.0
325,APEOO1ATR5VHB,B0000004UM,5.0
326,A24FJGOH96X75A,B0000004UM,5.0
327,ADCFUY7WTZA6A,B0000004UM,5.0
328,A2AKFJOWF71WGV,B0000004UM,5.0
330,A9Q28YTLYREO7,B0000004UM,5.0
331,A1TJEQR04YNNIH,B0000004UM,5.0
332,AHMAQXXYIR6DK,B0000004UM,5.0
334,A13EHGWL2EFJOD,B0000004UM,5.0
337,A1UQQ995IUT7VT,B0000004UM,5.0
338,A2EOXFV4UDXIYR,B0000004UO,3.0
339,A2BXKQ33DQFFR3,B0000004UO,5.0
340,AWNVGGJEL9NZP,B0000004UO,5.0
342,A3W0POMI33YQXQ,B0000004UO,5.0
343,A3K1JCIS6NV1NQ,B0000004UO,5.0
344,A3C6ZCBUNXUT7V,B0000004UO,4.0
346,A3LA5EHF2WWNFK,B0000004UO,5.0
347,A17HRDEIR64ELW,B0000004UO,5.0
348,A2BXKQ33DQFFR3,B0000004UU,5.0
349,A25NMMI7AH30W2,B0000004UU,5.0
350,A3G10NPD661EQD,B0000004UU,5.0
351,AWNVGGJEL9NZP,B0000004UU,5.0
352,A3C6ZCBUNXUT7V,B0000004UU,4.0
354,A2MGMBB5F9NED,B0000004UU,5.0
355,A3LA5EHF2WWNFK,B0000004UU,5.0
356,A16PEJRK9WCIKI,B0000004UU,5.0
357,AB2AQMK9PCWWX,B0000004UU,5.0
358,A3HU0B9XUEVHIM,B0000004VK,5.0
359,A1IKOYZVFHO1XP,B0000004VK,5.0
360,A3ISIE9TD3IMC4,B0000004VK,5.0
361,A1J5KCZC8CMW9I,B0000004VK,4.0
363,A15YPJLKLZS0MK,B0000004VK,2.0
364,AORCXT2CLTQFR,B0000004VK,4.0
365,A1GN8UJIZLCA59,B0000004VK,4.0
366,A1IKOYZVFHO1XP,B0000004VN,5.0
368,A3QZA3MXC75V4E,B0000004VN,3.0
369,A1GN8UJIZLCA59,B0000004VN,2.0
370,A2LNEZD3YBO12O,B0000004VN,5.0
371,A1IKOYZVFHO1XP,B0000004VW,5.0
372,A3RNC9BGR4J1ZF,B0000004VW,5.0
373,A2VMT89TCSF105,B0000004VW,4.0
374,A2P49WD75WHAG5,B0000004VW,4.0
376,A37JDICAXMZ2AZ,B0000004VW,4.0
377,A3HETHW2XD3DWH,B0000004VW,5.0
378,ACIBQ6BQ6AWEV,B0000004VW,4.0
379,A16CZRQL23NOIW,B0000004VW,5.0
380,A1CQ2HLYNVE7TB,B0000004VW,5.0
381,A3SV72ZAHH2IDH,B0000004VW,5.0
382,AKNSC7IXWEYLA,B0000004VW,1.0
383,A3R75H3IPPC2UX,B0000004VW,5.0
384,A9Q28YTLYREO7,B0000004VW,2.0
385,A1RJD10TTI568L,B0000004VW,4.0
386,A399SO086AGFJ7,B0000004VW,4.0
387,A1USDS1D8MZJUA,B0000004VW,4.0
388,A1WWDFQ8HSKT0,B0000004VW,5.0
390,A1MMT81GKL43LV,B0000004X1,5.0
391,AYPCUQS6ARWFH,B0000004X1,5.0
392,A9Q28YTLYREO7,B0000004X1,5.0
393,A175TPTHMNS7S4,B0000004X1,5.0
394,A373KGHJIJWJCP,B0000004X1,4.0
395,A1LQIGGUB7R6JS,B0000004X1,2.0
396,A23IOPI0D1OG7V,B0000004X1,5.0
397,AGEIT17HENDIS,B0000004XH,5.0
399,A2DB9LVEZRDMEY,B0000004XH,5.0
400,A3PGGPL7FM9F81,B0000004XH,4.0
401,A7YJTD4YOV9GN,B0000004XH,5.0
402,A1Z5TNULKBBUQ2,B0000004XH,5.0
403,A11NKZ57YSELZC,B0000004XH,5.0
404,A1EYYHM5R678I4,B0000004XH,5.0
407,A1ZPZNULFUAU2D,B0000004XH,4.0
408,A1KCAB6A5E93IE,B0000004XH,4.0
410,AVHCWL9AHLEL9,B0000004YB,5.0
411,A25YDEYC7FIJKY,B0000004YB,5.0
412,A3C6ZCBUNXUT7V,B0000004YB,4.0
413,A2Y1SCM930PZI7,B0000004YB,5.0
416,A2ETZ7GF5B1712,B0000004YH,5.0
418,A23F0RW1RUBBDF,B0000004YH,5.0
419,A25P6DY6ARTCGZ,B0000004YH,5.0
420,APEOO1ATR5VHB,B0000004YH,5.0
421,ADCFUY7WTZA6A,B0000004YH,5.0
422,A17OH2QDO7MU8C,B0000004YH,5.0
423,A20EQCMAGDU0J0,B0000004YH,5.0
424,A8SCX6VUTE05H,B0000004YH,5.0
425,A2WELHE1RT3ELM,B0000004YH,5.0
426,A373KGHJIJWJCP,B0000004YH,4.0
427,A1LQIGGUB7R6JS,B0000004YH,1.0
428,A3GSJO0R2RSU3Z,B0000004ZO,4.0
429,A2ETZ7GF5B1712,B0000004ZO,4.0
430,A3W0POMI33YQXQ,B0000004ZO,5.0
431,A3C6ZCBUNXUT7V,B0000004ZO,4.0
432,A330K1NZBFVCO2,B0000004ZO,5.0
433,A3S2OGSY4017AM,B0000004ZO,5.0
434,A14W1VNMMYLWND,B0000004ZO,5.0
435,A158DXY00QSWV9,B0000004ZO,5.0
436,A37SJW7702XDTO,B0000004ZO,5.0
437,AD65VRJZIUKKV,B000000504,5.0
438,A13ZCL7UXEDF14,B000000504,5.0
439,A3C6ZCBUNXUT7V,B000000504,4.0
440,ADCFUY7WTZA6A,B000000504,5.0
442,A2CQHOPBQSZX3G,B000000504,4.0
443,A3H2IG3R802CJY,B000000504,5.0
444,A8KW38D8PQ2AV,B000000504,5.0
445,AX94XE2KY5WK4,B000000509,5.0
446,A1B5UQMA7J3F53,B000000509,5.0
447,A2EOXFV4UDXIYR,B000000509,3.0
448,A2ETZ7GF5B1712,B000000509,4.0
449,AFTN9ZLB22PSZ,B000000509,5.0
450,A23F0RW1RUBBDF,B000000509,5.0
454,APEOO1ATR5VHB,B000000509,5.0
455,A24D4ND2K1TEOA,B000000509,3.0
456,ADCFUY7WTZA6A,B000000509,5.0
457,A35X2PW5PG3IBK,B000000509,5.0
458,A2AKFJOWF71WGV,B000000509,5.0
459,A17OH2QDO7MU8C,B000000509,4.0
460,A175TPTHMNS7S4,B000000509,5.0
461,AY30ELGA079AS,B000000509,5.0
462,A2MGMBB5F9NED,B000000509,5.0
463,A373KGHJIJWJCP,B000000509,5.0
464,A3KENOAUKTWZJL,B000000509,5.0
465,ALII89JQW1EML,B000000509,5.0
466,A1RUS4H3HSL5IB,B000000509,5.0
467,A26T99FS1D4JMI,B000000509,5.0
468,A1UQQ995IUT7VT,B000000509,4.0
469,A2QQ5O2TFZPTIH,B000000509,5.0
470,AVV5JGLBZERCM,B00000050N,5.0
471,A2ETZ7GF5B1712,B00000050N,4.0
472,A1KDEDXOWABBQ6,B00000050N,5.0
473,A3W0POMI33YQXQ,B00000050N,5.0
475,A330K1NZBFVCO2,B00000050N,5.0
476,APZSWNPMVSZ84,B00000050N,5.0
477,A14W1VNMMYLWND,B00000050N,5.0
478,A37SJW7702XDTO,B00000050N,5.0
479,A2ETZ7GF5B1712,B00000050R,5.0
480,AFTN9ZLB22PSZ,B00000050R,4.0
481,AD65VRJZIUKKV,B00000050R,5.0
482,A25YDEYC7FIJKY,B00000050R,5.0
485,A1SPYMGDEWKK6I,B00000050R,5.0
486,A2WRWK0ARXOFSZ,B00000050R,5.0
487,A3H2IG3R802CJY,B00000050R,5.0
489,A175M0WRRFPBK9,B00000050R,5.0
490,A14W1VNMMYLWND,B00000050R,5.0
491,A3HU0B9XUEVHIM,B00000050T,5.0
492,A3RNC9BGR4J1ZF,B00000050T,5.0
493,A1R6DCPZV6NA13,B00000050T,5.0
494,A3CSQB7Q90KMAD,B00000050T,5.0
495,A25NMMI7AH30W2,B00000050T,5.0
496,A3AXPRN8DKGTTB,B00000050T,5.0
497,A1T28R6S3KXZFN,B00000050T,5.0
498,A461VTLW9G9YB,B00000050T,5.0
499,A3PCTD8QM1BIXI,B00000050T,5.0
500,A1JXEJFPV9EUVS,B00000050T,5.0
502,A1HFVQZIDK7UUD,B00000050T,5.0
503,A28FNKCGFS03VL,B00000050T,4.0
505,AVSIE8TU2GG2D,B00000050T,4.0
506,A2K150EBPF8LT7,B00000050T,5.0
507,A3FF5BT9REK6Q3,B00000050T,5.0
509,A3C6CZC2JP67VK,B00000050T,5.0
510,A141XAG09QATRB,B00000050T,5.0
512,A1UEST9HYD2IHS,B00000050T,5.0
514,A19Y5OYF8N3R3L,B00000050T,5.0
515,A2JZ713R68RK6H,B00000050T,3.0
516,A2MYUNF7390CVO,B00000050T,5.0
517,A1IO370KIVCPAP,B00000050T,5.0
518,A2GC1JN5F0ZVH8,B00000050T,5.0
519,AKSHBJ6MNFRBV,B00000050T,5.0
520,AJK5WHV1GW941,B00000050T,3.0
521,A9Q28YTLYREO7,B00000050T,5.0
522,A2PCF9XDAX3CVC,B00000050T,4.0
523,AJMU8VVFKMZI4,B00000050T,4.0
524,A2QHZPNBXICYGZ,B00000050T,5.0
525,A8SCX6VUTE05H,B00000050T,4.0
526,A26XCS3QLDJJWN,B00000050T,3.0
527,A2LNEZD3YBO12O,B00000050T,3.0
528,A1P6NTDL1BKLDV,B00000050T,5.0
531,A1LQ1A8DNOTUKV,B000000518,4.0
532,A3HU0B9XUEVHIM,B000000518,4.0
533,A1JXY9I578VQ3O,B000000518,4.0
536,ARFL4OAG9CI1H,B000000518,3.0
537,A3IA5HIDD2XFQ7,B000000518,4.0
538,A2J75ERORJDMR0,B000000518,5.0
539,A1HFVQZIDK7UUD,B000000518,3.0
540,A3W0POMI33YQXQ,B000000518,5.0
541,A35JR4D6FLXYRQ,B000000518,3.0
542,A1J5KCZC8CMW9I,B000000518,4.0
543,AXSVE6J9NXYJ9,B000000518,5.0
545,AL76F7RUAG4IV,B000000518,5.0
546,A2OYT6UXIH4WSS,B000000518,5.0
547,A1IANEBSMVGHS9,B000000518,5.0
548,A1PSBN3V3LDLXO,B000000518,5.0
549,A25F30PADFVKNS,B000000518,5.0
550,A3R75H3IPPC2UX,B000000518,5.0
551,A9Q28YTLYREO7,B000000518,2.0
552,A9SS0A2OPDLGN,B000000518,4.0
553,A1B2MF00TB0ECG,B000000518,4.0
555,A170QM825KM60W,B000000518,4.0
556,A1BKHQN13M9S8H,B000000518,5.0
557,A149OQJD0ASI07,B000000518,5.0
558,A3KENOAUKTWZJL,B000000518,5.0
559,A4UKBG3M5U5TI,B000000518,4.0
560,A23IOPI0D1OG7V,B000000518,4.0
562,A1AHJBNUYFRRAT,B00000051I,5.0
563,A2ZE8R9T69UXH7,B00000051I,5.0
564,APB7Q2UGJHK72,B00000051I,4.0
566,A17Q9C3TJ58HHU,B00000051I,5.0
567,ARFL4OAG9CI1H,B00000051K,5.0
568,A25NMMI7AH30W2,B00000051K,4.0
569,AD65VRJZIUKKV,B00000051K,5.0
570,AAP4AWEQRRYCZ,B00000051K,5.0
572,A3LA5EHF2WWNFK,B00000051K,5.0
573,A3OLZXHFGUAMWW,B00000051K,5.0
574,A1E3N1GKATTQ0,B00000052I,4.0
575,AX94XE2KY5WK4,B00000052I,5.0
576,A25NMMI7AH30W2,B00000052I,5.0
577,A2ETZ7GF5B1712,B00000052I,4.0
578,AW53QFIBH472H,B00000052I,2.0
580,AAP4AWEQRRYCZ,B00000052I,5.0
581,APB7Q2UGJHK72,B00000052I,5.0
582,A2CQHOPBQSZX3G,B00000052I,5.0
583,A1NX6JFDR8RDOC,B00000052I,5.0
584,A105S56ODHGJEK,B00000052I,5.0
585,A3LA5EHF2WWNFK,B00000052I,5.0
586,A1CLEJTQYIBJMF,B00000052I,5.0
588,A14W1VNMMYLWND,B00000052I,5.0
590,A9C375HSNCY9,B00000052I,4.0
591,AB2AQMK9PCWWX,B00000052I,5.0
592,AZOG14H03XE5K,B00000052P,5.0
593,ARFL4OAG9CI1H,B00000052P,5.0
594,A2ZNOVE9XIOV7B,B00000052P,5.0
595,A330K1NZBFVCO2,B00000052P,5.0
597,A1D2NCC6II2GN9,B00000052P,4.0
598,A2NK2GE4FX4BLN,B00000052P,5.0
599,A3LA5EHF2WWNFK,B00000052P,5.0
601,A25NMMI7AH30W2,B00000052Y,4.0
602,A2ETZ7GF5B1712,B00000052Y,4.0
603,A1POGYGC5C99W5,B00000052Y,4.0
604,A4QCL11IUL9NS,B00000052Y,4.0
606,A35X2PW5PG3IBK,B00000052Y,5.0
608,A2MP9R86K35O3A,B00000052Y,4.0
609,A2PCNX59G2GLIM,B00000052Y,5.0
610,A373KGHJIJWJCP,B00000052Y,4.0
611,A2SE0H68AAO6E5,B00000052Y,5.0
612,A1RUS4H3HSL5IB,B00000052Y,5.0
613,A3AJ3NHS4U31FH,B00000052Y,5.0
614,AFTN9ZLB22PSZ,B000000536,4.0
615,AD65VRJZIUKKV,B000000536,5.0
617,ADCFUY7WTZA6A,B000000536,5.0
618,A14SKEL2P4LGTE,B000000536,5.0
619,A2NK2GE4FX4BLN,B000000536,4.0
621,A8SCX6VUTE05H,B000000536,5.0
623,A3HU0B9XUEVHIM,B00000053B,4.0
624,A25NMMI7AH30W2,B00000053B,5.0
625,A1T28R6S3KXZFN,B00000053B,5.0
626,A3PCTD8QM1BIXI,B00000053B,3.0
627,A19RTWM1F4ZU89,B00000053B,5.0
628,AAOR4P9TMI02W,B00000053B,5.0
629,A35JR4D6FLXYRQ,B00000053B,5.0
630,A1RD2PFXDLXA2S,B00000053B,4.0
631,AVSIE8TU2GG2D,B00000053B,5.0
632,A08161909WK3HU7UYTMW,B00000053B,5.0
633,A3SV72ZAHH2IDH,B00000053B,5.0
634,A1IO370KIVCPAP,B00000053B,5.0
635,A24ZFFRQ4MG3XL,B00000053B,5.0
636,ALNAXN9SFT7BB,B00000053B,5.0
637,A1MLYIYO9O609F,B00000053B,5.0
638,A2GC1JN5F0ZVH8,B00000053B,5.0
640,A2PCF9XDAX3CVC,B00000053B,4.0
641,A8SCX6VUTE05H,B00000053B,5.0
642,A26XCS3QLDJJWN,B00000053B,4.0
643,A55FFJHKPQWEW,B00000053B,5.0
645,A1P6NTDL1BKLDV,B00000053B,5.0
646,A3RI9UWBHQ6D51,B00000053B,4.0
